tenant_id,party_type,party_code,name_display,country,created_on,is_one_time,risk_flags,last_change_ts,raw_event_id,updated_at
1,VENDOR,V100462,Delta Works 244,JPN,2024-08-18,false,{},2025-09-09T02:02:00+09:00,,2026-05-13T04:51:00+09:00
1,VENDOR,V100463,Beta Tech 944,USA,2024-02-20,false,{},2026-04-05T17:44:00+09:00,,2025-07-31T23:55:00+09:00
1,VENDOR,V100464,Omni Trading 595,KOR,2023-11-17,false,{},2025-09-16T04:33:00+09:00,,2025-11-23T13:27:00+09:00
1,VENDOR,V100465,Pioneer Tech 446,GBR,2024-09-17,false,{},2026-05-09T04:27:00+09:00,,2025-05-02T09:57:00+09:00
1,VENDOR,V100466,Apex Partners 718,BRA,2024-03-10,false,{},2026-01-12T11:08:00+09:00,,2025-06-12T15:27:00+09:00
1,VENDOR,V100467,Delta Trading 967,USA,2024-02-28,false,{},2025-03-11T19:57:00+09:00,,2025-02-25T05:18:00+09:00
1,VENDOR,V100468,Gamma Labs 478,DEU,2024-08-16,false,{},2025-07-28T04:07:00+09:00,,2025-10-02T12:13:00+09:00
1,VENDOR,V100469,Omni Logistics 475,DEU,2024-05-04,false,{},2026-03-13T04:05:00+09:00,,2025-02-16T05:22:00+09:00
1,VENDOR,V100470,Pioneer Tech 221,BRA,2024-01-26,false,{},2026-03-15T11:11:00+09:00,,2025-03-17T03:06:00+09:00
1,VENDOR,V100471,Apex Partners 526,KOR,2024-03-23,false,{},2025-12-13T10:12:00+09:00,,2025-05-14T05:56:00+09:00
1,VENDOR,V100472,Zen Labs 570,GBR,2024-11-01,false,{},2025-10-09T08:31:00+09:00,,2025-02-18T15:46:00+09:00
1,VENDOR,V100473,Gamma Trading 13,KOR,2024-08-20,false,{},2026-03-02T07:35:00+09:00,,2025-03-08T06:45:00+09:00
1,VENDOR,V100474,Apex Trading 597,SGP,2023-10-19,false,{},2025-05-13T02:33:00+09:00,,2025-01-12T02:12:00+09:00
1,VENDOR,V100475,Omni Solutions 95,BRA,2024-05-14,false,{},2026-03-01T11:19:00+09:00,,2025-03-04T01:27:00+09:00
1,VENDOR,V100476,Alpha Solutions 947,SGP,2023-08-18,false,{},2025-08-10T13:28:00+09:00,,2025-09-12T01:00:00+09:00
1,VENDOR,V100477,Zen Solutions 363,USA,2023-11-07,false,{},2026-04-11T06:23:00+09:00,,2025-05-21T09:33:00+09:00
1,VENDOR,V100478,Gamma Tech 629,SGP,2023-09-03,false,{},2025-11-12T08:23:00+09:00,,2025-11-28T10:04:00+09:00
1,VENDOR,V100479,Zen Works 491,KOR,2023-07-11,false,{},2025-02-14T09:32:00+09:00,,2025-07-16T04:41:00+09:00
1,VENDOR,V100480,Delta Works 256,GBR,2023-09-30,false,{},2026-02-15T18:33:00+09:00,,2026-02-11T00:39:00+09:00
1,VENDOR,V100481,Apex Labs 558,BRA,2023-11-07,false,{},2025-09-06T11:44:00+09:00,,2026-04-13T19:18:00+09:00
1,VENDOR,V100482,Apex Partners 277,USA,2023-07-07,false,{},2025-01-14T10:53:00+09:00,,2025-11-02T07:28:00+09:00
1,VENDOR,V100483,Nova Tech 829,JPN,2024-11-02,false,{},2025-09-29T12:12:00+09:00,,2026-01-28T19:56:00+09:00
1,VENDOR,V100484,Gamma Trading 254,GBR,2024-04-08,false,{},2025-05-04T09:05:00+09:00,,2025-10-01T01:54:00+09:00
1,VENDOR,V100485,Pioneer Partners 364,BRA,2024-04-22,false,{},2026-03-09T05:55:00+09:00,,2025-04-01T08:04:00+09:00
1,VENDOR,V100486,Apex Industries 936,SGP,2023-04-06,false,{},2025-01-15T23:54:00+09:00,,2025-06-30T19:22:00+09:00
1,VENDOR,V100487,Gamma Holdings 857,BRA,2023-05-05,false,{},2026-03-28T16:48:00+09:00,,2025-10-05T10:32:00+09:00
1,VENDOR,V100488,Omni Tech 93,KOR,2024-06-06,false,{},2025-04-30T20:32:00+09:00,,2025-04-23T00:40:00+09:00
1,VENDOR,V100489,Omni Tech 340,SGP,2023-06-12,false,{},2025-04-14T04:27:00+09:00,,2025-06-24T06:03:00+09:00
1,VENDOR,V100490,Alpha Tech 152,SGP,2024-01-06,false,{},2025-12-27T04:50:00+09:00,,2026-02-01T03:47:00+09:00
1,VENDOR,V100491,Apex Trading 383,GBR,2023-06-13,false,{},2026-04-28T22:36:00+09:00,,2025-07-22T20:00:00+09:00
1,VENDOR,V100492,Apex Logistics 331,USA,2024-08-21,false,{},2026-05-15T05:22:00+09:00,,2026-01-10T14:54:00+09:00
1,VENDOR,V100493,Omni Industries 179,GBR,2023-02-17,false,{},2026-05-11T19:10:00+09:00,,2025-12-22T20:56:00+09:00
1,VENDOR,V100494,Delta Solutions 388,DEU,2023-12-03,false,{},2026-01-11T23:30:00+09:00,,2025-05-31T04:20:00+09:00
1,VENDOR,V100495,Alpha Partners 872,BRA,2024-06-04,false,{},2026-05-10T19:22:00+09:00,,2025-01-17T06:12:00+09:00
1,VENDOR,V100496,Apex Holdings 655,SGP,2023-03-27,false,{},2025-02-23T16:56:00+09:00,,2025-03-14T11:18:00+09:00
1,VENDOR,V100497,Delta Industries 328,USA,2024-09-14,false,{},2025-11-22T03:01:00+09:00,,2026-02-25T22:52:00+09:00
1,VENDOR,V100498,Apex Labs 12,DEU,2023-02-17,false,{},2025-04-18T08:31:00+09:00,,2025-12-21T02:18:00+09:00
1,VENDOR,V100499,Nova Trading 738,KOR,2023-12-10,false,{},2025-01-25T13:10:00+09:00,,2025-08-13T14:19:00+09:00
1,VENDOR,V100500,Zen Labs 903,JPN,2024-06-15,false,{},2025-06-29T18:38:00+09:00,,2025-07-12T03:27:00+09:00
1,VENDOR,V100501,Pioneer Holdings 167,JPN,2023-07-31,false,{},2025-02-07T01:08:00+09:00,,2025-05-31T00:41:00+09:00
1,VENDOR,V100502,Nova Trading 76,DEU,2024-01-11,false,{},2025-03-29T12:48:00+09:00,,2025-03-24T02:33:00+09:00
1,VENDOR,V100503,Beta Industries 609,SGP,2023-05-22,false,{},2026-04-03T16:28:00+09:00,,2025-12-27T01:03:00+09:00
1,VENDOR,V100504,Gamma Partners 161,KOR,2023-09-18,false,{},2025-02-21T11:18:00+09:00,,2025-04-16T06:29:00+09:00
1,VENDOR,V100505,Vertex Works 272,GBR,2023-10-10,false,{},2025-05-25T10:09:00+09:00,,2025-05-02T03:16:00+09:00
1,VENDOR,V100506,Zen Works 861,JPN,2024-10-13,false,{},2025-03-20T01:51:00+09:00,,2025-07-04T00:07:00+09:00
1,VENDOR,V100507,Beta Logistics 844,GBR,2023-09-22,false,{},2025-11-17T20:29:00+09:00,,2025-09-03T06:48:00+09:00
1,VENDOR,V100508,Alpha Holdings 175,GBR,2024-08-25,false,{},2025-05-30T02:47:00+09:00,,2025-08-31T03:56:00+09:00
1,VENDOR,V100509,Zen Labs 501,GBR,2024-01-22,false,{},2025-05-16T03:06:00+09:00,,2025-11-25T18:34:00+09:00
1,VENDOR,V100510,Gamma Industries 907,JPN,2023-11-02,false,{},2025-07-09T06:22:00+09:00,,2025-08-17T01:31:00+09:00
1,VENDOR,V100511,Omni Labs 270,USA,2024-03-08,false,{},2026-03-05T09:10:00+09:00,,2025-10-16T02:06:00+09:00
1,VENDOR,V100512,Beta Trading 685,DEU,2024-07-01,false,{},2026-02-18T18:28:00+09:00,,2025-07-31T20:07:00+09:00
1,VENDOR,V100513,Vertex Tech 861,JPN,2024-04-14,false,{},2026-02-24T17:50:00+09:00,,2025-08-03T18:16:00+09:00
1,VENDOR,V100514,Pioneer Holdings 488,DEU,2023-08-04,false,{},2025-02-10T13:28:00+09:00,,2026-04-08T01:11:00+09:00
1,VENDOR,V100515,Pioneer Works 820,SGP,2023-07-07,false,{},2025-12-13T21:10:00+09:00,,2025-03-17T04:06:00+09:00
1,VENDOR,V100516,Gamma Solutions 996,USA,2023-08-31,false,{},2026-02-18T06:34:00+09:00,,2025-03-06T01:27:00+09:00
1,VENDOR,V100517,Beta Partners 207,BRA,2023-09-26,false,{},2025-11-18T05:02:00+09:00,,2026-03-04T20:18:00+09:00
1,VENDOR,V100518,Apex Trading 90,JPN,2024-03-13,false,{},2025-10-12T13:33:00+09:00,,2025-10-10T11:07:00+09:00
1,VENDOR,V100519,Vertex Labs 940,BRA,2024-02-24,false,{},2025-01-07T23:54:00+09:00,,2025-11-16T20:03:00+09:00
1,VENDOR,V100520,Zen Trading 425,USA,2023-06-16,false,{},2025-03-17T19:20:00+09:00,,2025-10-29T19:53:00+09:00
1,VENDOR,V100521,Beta Trading 805,DEU,2024-08-22,false,{},2026-03-21T18:16:00+09:00,,2026-03-27T11:44:00+09:00
1,VENDOR,V100522,Nova Partners 671,JPN,2023-10-09,false,{},2025-10-20T20:47:00+09:00,,2025-08-31T01:16:00+09:00
1,VENDOR,V100523,Nova Partners 148,SGP,2024-06-09,false,{},2025-11-08T23:14:00+09:00,,2025-12-22T13:42:00+09:00
1,VENDOR,V100524,Zen Industries 708,USA,2024-10-24,false,{},2025-01-26T16:13:00+09:00,,2026-04-17T09:10:00+09:00
1,VENDOR,V100525,Alpha Industries 838,BRA,2023-11-17,false,{},2025-06-05T10:36:00+09:00,,2025-05-24T16:46:00+09:00
1,VENDOR,V100526,Delta Solutions 308,GBR,2024-08-24,false,{},2025-08-15T10:57:00+09:00,,2025-05-18T14:13:00+09:00
1,VENDOR,V100527,Beta Holdings 453,USA,2023-03-24,false,{},2026-04-13T13:53:00+09:00,,2026-01-15T16:32:00+09:00
1,VENDOR,V100528,Apex Tech 528,BRA,2023-06-23,false,{},2025-03-23T02:14:00+09:00,,2025-06-09T17:17:00+09:00
1,VENDOR,V100529,Gamma Works 901,SGP,2023-10-16,false,{},2025-01-15T05:55:00+09:00,,2025-04-09T06:51:00+09:00
1,VENDOR,V100530,Delta Tech 468,KOR,2024-10-04,false,{},2026-04-16T12:18:00+09:00,,2025-12-27T06:47:00+09:00
1,VENDOR,V100531,Apex Labs 518,JPN,2024-02-26,false,{},2025-11-22T04:13:00+09:00,,2025-12-15T01:02:00+09:00
1,VENDOR,V100532,Apex Labs 609,JPN,2024-03-30,false,{},2025-04-01T16:11:00+09:00,,2025-10-28T18:49:00+09:00
1,VENDOR,V100533,Apex Solutions 858,DEU,2023-12-10,false,{},2026-01-19T23:30:00+09:00,,2025-02-16T09:43:00+09:00
1,VENDOR,V100534,Zen Tech 167,BRA,2024-11-04,false,{},2025-10-20T07:18:00+09:00,,2026-03-15T07:33:00+09:00
1,VENDOR,V100535,Delta Holdings 276,GBR,2023-02-09,false,{},2025-07-29T17:31:00+09:00,,2025-01-11T23:17:00+09:00
1,VENDOR,V100536,Omni Solutions 663,USA,2024-11-23,false,{},2025-11-04T00:17:00+09:00,,2025-04-25T08:36:00+09:00
1,VENDOR,V100537,Nova Logistics 434,JPN,2023-03-21,false,{},2026-03-13T11:54:00+09:00,,2025-08-24T08:36:00+09:00
1,VENDOR,V100538,Omni Logistics 694,SGP,2024-04-23,false,{},2026-02-27T21:17:00+09:00,,2025-07-23T19:57:00+09:00
1,VENDOR,V100539,Alpha Works 679,BRA,2024-08-20,false,{},2026-03-06T12:46:00+09:00,,2025-10-15T22:05:00+09:00
1,VENDOR,V100540,Pioneer Logistics 306,GBR,2023-04-04,false,{},2025-02-25T16:26:00+09:00,,2025-02-02T11:28:00+09:00
1,VENDOR,V100541,Apex Logistics 268,GBR,2024-02-23,false,{},2025-12-31T22:14:00+09:00,,2025-06-02T06:25:00+09:00
1,VENDOR,V100542,Vertex Holdings 922,KOR,2024-07-02,false,{},2026-02-17T20:28:00+09:00,,2025-07-26T22:32:00+09:00
1,VENDOR,V100543,Gamma Tech 672,JPN,2024-01-10,false,{},2025-06-01T08:51:00+09:00,,2026-04-10T14:17:00+09:00
1,VENDOR,V100544,Zen Tech 598,GBR,2023-10-15,false,{},2025-10-20T06:28:00+09:00,,2025-06-25T07:35:00+09:00
1,VENDOR,V100545,Omni Industries 520,DEU,2023-06-04,false,{},2026-03-09T05:48:00+09:00,,2026-03-07T22:26:00+09:00
1,VENDOR,V100546,Gamma Logistics 100,JPN,2023-05-11,false,{},2025-03-07T08:49:00+09:00,,2026-01-07T19:04:00+09:00
1,VENDOR,V100547,Apex Trading 228,DEU,2024-05-29,false,{},2025-04-25T10:28:00+09:00,,2025-08-04T11:18:00+09:00
1,VENDOR,V100548,Nova Logistics 475,BRA,2023-11-18,false,{},2025-03-02T16:03:00+09:00,,2025-01-28T21:39:00+09:00
1,VENDOR,V100549,Pioneer Trading 484,USA,2023-04-15,false,{},2025-09-14T04:05:00+09:00,,2026-03-21T23:14:00+09:00
1,VENDOR,V100550,Vertex Logistics 424,KOR,2023-11-08,false,{},2026-03-22T05:08:00+09:00,,2025-03-12T06:50:00+09:00
1,VENDOR,V100551,Zen Labs 147,DEU,2023-12-18,false,{},2026-03-18T06:09:00+09:00,,2026-02-03T02:45:00+09:00
1,VENDOR,V100552,Apex Solutions 321,GBR,2023-07-22,false,{},2025-01-30T00:09:00+09:00,,2025-08-20T09:20:00+09:00
1,VENDOR,V100553,Gamma Solutions 502,BRA,2024-05-02,false,{},2026-01-26T03:00:00+09:00,,2025-03-08T20:58:00+09:00
1,VENDOR,V100554,Zen Partners 440,JPN,2023-09-15,false,{},2025-07-16T00:09:00+09:00,,2025-01-20T18:13:00+09:00
1,VENDOR,V100555,Apex Tech 914,DEU,2024-05-12,false,{},2026-01-23T18:07:00+09:00,,2025-04-08T00:36:00+09:00
1,VENDOR,V100556,Delta Holdings 711,DEU,2024-11-28,false,{},2025-06-09T04:24:00+09:00,,2025-02-22T13:05:00+09:00
1,VENDOR,V100557,Pioneer Logistics 172,KOR,2023-07-06,false,{},2026-02-26T01:33:00+09:00,,2025-06-02T09:55:00+09:00
1,VENDOR,V100558,Vertex Works 346,JPN,2023-08-24,false,{},2026-03-31T23:26:00+09:00,,2025-03-10T11:41:00+09:00
1,VENDOR,V100559,Apex Holdings 169,BRA,2023-07-20,false,{},2025-07-26T00:39:00+09:00,,2025-04-27T07:39:00+09:00
1,VENDOR,V100560,Delta Tech 604,SGP,2024-07-21,false,{},2025-03-28T04:12:00+09:00,,2025-07-07T22:12:00+09:00
1,VENDOR,V100561,Zen Logistics 790,SGP,2024-10-25,false,{},2025-11-16T01:39:00+09:00,,2025-11-01T01:38:00+09:00
1,VENDOR,V100562,Alpha Tech 707,KOR,2024-08-14,false,{},2025-08-02T15:09:00+09:00,,2025-07-14T04:13:00+09:00
1,VENDOR,V100563,Nova Labs 719,USA,2023-05-22,false,{},2025-04-16T23:43:00+09:00,,2025-12-18T21:30:00+09:00
1,VENDOR,V100564,Nova Partners 678,KOR,2024-11-23,false,{},2025-12-06T17:45:00+09:00,,2025-05-19T21:15:00+09:00
1,VENDOR,V100565,Gamma Partners 851,KOR,2023-03-23,false,{},2025-09-19T21:05:00+09:00,,2025-03-02T09:38:00+09:00
1,VENDOR,V100566,Beta Labs 204,SGP,2024-08-08,false,{},2025-04-13T08:58:00+09:00,,2026-03-02T17:51:00+09:00
1,VENDOR,V100567,Apex Partners 303,USA,2024-05-10,false,{},2025-01-21T18:42:00+09:00,,2025-09-12T07:05:00+09:00
1,VENDOR,V100568,Apex Holdings 3,KOR,2023-07-29,false,{},2025-12-10T03:02:00+09:00,,2026-04-10T03:46:00+09:00
1,VENDOR,V100569,Omni Solutions 973,KOR,2023-04-25,false,{},2026-02-04T17:27:00+09:00,,2025-02-08T03:27:00+09:00
1,VENDOR,V100570,Delta Labs 304,DEU,2024-03-15,false,{},2025-08-26T01:42:00+09:00,,2025-02-21T05:57:00+09:00
1,VENDOR,V100571,Nova Industries 821,GBR,2024-10-23,false,{},2025-06-10T14:32:00+09:00,,2026-01-14T03:57:00+09:00
1,VENDOR,V100572,Alpha Tech 873,USA,2024-08-27,false,{},2025-12-06T22:05:00+09:00,,2025-03-29T11:13:00+09:00
1,VENDOR,V100573,Omni Logistics 900,GBR,2023-12-02,false,{},2025-02-17T12:43:00+09:00,,2026-02-22T11:41:00+09:00
1,VENDOR,V100574,Beta Partners 410,JPN,2024-05-29,false,{},2025-05-20T13:09:00+09:00,,2025-12-20T16:19:00+09:00
1,VENDOR,V100575,Gamma Trading 136,GBR,2023-09-28,false,{},2026-01-07T02:00:00+09:00,,2026-04-28T05:26:00+09:00
1,VENDOR,V100576,Zen Labs 822,SGP,2024-08-18,false,{},2025-12-14T14:57:00+09:00,,2025-04-03T20:51:00+09:00
1,VENDOR,V100577,Apex Tech 884,GBR,2023-11-10,false,{},2026-03-27T04:27:00+09:00,,2025-09-05T16:39:00+09:00
1,VENDOR,V100578,Zen Labs 48,KOR,2024-08-09,false,{},2025-05-14T22:21:00+09:00,,2025-06-10T00:25:00+09:00
1,VENDOR,V100579,Pioneer Holdings 979,GBR,2023-06-14,false,{},2026-03-24T11:32:00+09:00,,2025-09-23T17:51:00+09:00
1,VENDOR,V100580,Beta Partners 678,GBR,2023-03-10,false,{},2025-05-08T16:26:00+09:00,,2025-06-27T22:39:00+09:00
1,VENDOR,V100581,Zen Solutions 860,BRA,2023-02-15,false,{},2025-10-13T20:55:00+09:00,,2025-01-28T00:23:00+09:00
1,VENDOR,V100582,Gamma Works 870,JPN,2023-02-13,false,{},2026-03-13T16:55:00+09:00,,2026-03-22T05:38:00+09:00
1,VENDOR,V100583,Omni Industries 247,DEU,2024-09-17,false,{},2026-05-12T09:29:00+09:00,,2025-01-26T17:18:00+09:00
1,VENDOR,V100584,Vertex Partners 413,BRA,2024-04-18,false,{},2025-05-01T02:41:00+09:00,,2025-08-24T15:09:00+09:00
1,VENDOR,V100585,Omni Trading 878,JPN,2023-04-26,false,{},2025-08-17T10:47:00+09:00,,2025-03-02T16:58:00+09:00
1,VENDOR,V100586,Alpha Trading 414,JPN,2023-02-02,false,{},2025-01-19T19:01:00+09:00,,2025-10-09T00:00:00+09:00
1,VENDOR,V100587,Pioneer Logistics 912,SGP,2024-08-31,false,{},2025-10-15T07:03:00+09:00,,2025-12-02T22:55:00+09:00
1,VENDOR,V100588,Apex Industries 846,KOR,2023-08-23,false,{},2026-02-23T07:36:00+09:00,,2026-03-09T15:30:00+09:00
1,VENDOR,V100589,Vertex Labs 734,GBR,2023-12-29,false,{},2025-07-06T15:26:00+09:00,,2025-02-28T03:19:00+09:00
1,VENDOR,V100590,Alpha Industries 364,BRA,2024-04-19,false,{},2025-11-21T09:57:00+09:00,,2025-10-08T17:49:00+09:00
1,VENDOR,V100591,Beta Tech 919,USA,2023-11-16,false,{},2025-09-10T04:47:00+09:00,,2026-02-25T13:58:00+09:00
1,VENDOR,V100592,Nova Holdings 193,KOR,2024-08-15,false,{},2026-04-22T13:24:00+09:00,,2025-04-21T15:36:00+09:00
1,VENDOR,V100593,Apex Trading 776,JPN,2024-05-21,false,{},2025-01-24T21:36:00+09:00,,2026-03-05T22:56:00+09:00
1,VENDOR,V100594,Beta Labs 469,GBR,2023-04-10,false,{},2025-10-29T17:12:00+09:00,,2025-03-10T17:01:00+09:00
1,VENDOR,V100595,Vertex Tech 567,JPN,2024-11-28,false,{},2026-03-06T19:58:00+09:00,,2025-09-05T17:21:00+09:00
1,VENDOR,V100596,Pioneer Solutions 749,BRA,2024-06-04,false,{},2025-03-07T03:32:00+09:00,,2025-07-18T22:26:00+09:00
1,VENDOR,V100597,Pioneer Industries 517,JPN,2023-03-29,false,{},2025-08-03T20:47:00+09:00,,2026-04-14T23:38:00+09:00
1,VENDOR,V100598,Nova Partners 987,DEU,2024-03-23,false,{},2026-05-12T10:02:00+09:00,,2025-08-20T04:33:00+09:00
1,VENDOR,V100599,Zen Works 307,BRA,2024-07-14,false,{},2025-12-26T18:41:00+09:00,,2026-03-17T10:42:00+09:00
1,VENDOR,V100600,Delta Holdings 215,SGP,2023-05-16,false,{},2026-01-01T09:55:00+09:00,,2025-12-18T11:47:00+09:00
1,VENDOR,V100601,Gamma Works 556,GBR,2024-07-20,false,{},2025-11-23T11:00:00+09:00,,2025-12-30T03:56:00+09:00
1,VENDOR,V100602,Vertex Labs 597,SGP,2023-12-08,false,{},2026-04-28T22:46:00+09:00,,2025-12-30T14:14:00+09:00
1,VENDOR,V100603,Nova Partners 828,KOR,2023-06-05,false,{},2025-09-25T03:38:00+09:00,,2025-01-13T13:00:00+09:00
1,VENDOR,V100604,Alpha Tech 205,DEU,2024-07-07,false,{},2026-01-20T05:29:00+09:00,,2025-05-27T23:19:00+09:00
1,VENDOR,V100605,Gamma Tech 708,BRA,2024-03-21,false,{},2025-06-01T06:57:00+09:00,,2026-01-21T18:28:00+09:00
1,VENDOR,V100606,Apex Labs 105,SGP,2024-10-30,false,{},2026-03-21T23:03:00+09:00,,2026-01-14T19:10:00+09:00
1,VENDOR,V100607,Vertex Partners 244,SGP,2024-04-17,false,{},2026-02-06T23:45:00+09:00,,2025-05-28T23:39:00+09:00
1,VENDOR,V100608,Zen Partners 427,BRA,2024-10-15,false,{},2026-05-15T23:23:00+09:00,,2025-06-10T18:50:00+09:00
1,VENDOR,V100609,Alpha Logistics 208,SGP,2024-10-08,false,{},2026-03-21T15:07:00+09:00,,2026-03-01T07:41:00+09:00
1,VENDOR,V100610,Apex Works 757,SGP,2023-02-23,false,{},2025-04-11T06:36:00+09:00,,2025-05-31T15:19:00+09:00
1,VENDOR,V100611,Beta Solutions 986,USA,2024-06-04,false,{},2026-01-12T17:32:00+09:00,,2025-03-03T12:52:00+09:00
1,VENDOR,V100612,Zen Logistics 570,DEU,2024-10-22,false,{},2025-03-08T05:29:00+09:00,,2025-10-27T08:42:00+09:00
1,VENDOR,V100613,Apex Labs 727,USA,2024-11-27,false,{},2025-01-21T05:14:00+09:00,,2026-04-21T11:00:00+09:00
1,VENDOR,V100614,Alpha Logistics 503,BRA,2023-04-01,false,{},2025-10-21T18:46:00+09:00,,2025-07-03T02:29:00+09:00
1,VENDOR,V100615,Vertex Holdings 980,USA,2024-01-12,false,{},2025-09-24T02:19:00+09:00,,2026-02-07T17:14:00+09:00
1,VENDOR,V100616,Zen Works 550,JPN,2024-06-22,false,{},2025-02-17T11:55:00+09:00,,2025-04-24T07:16:00+09:00
1,VENDOR,V100617,Apex Industries 301,USA,2023-12-29,false,{},2026-05-02T21:06:00+09:00,,2025-09-29T16:12:00+09:00
1,VENDOR,V100618,Alpha Trading 685,DEU,2023-05-08,false,{},2025-08-17T08:12:00+09:00,,2026-04-09T21:55:00+09:00
1,VENDOR,V100619,Pioneer Holdings 982,KOR,2023-03-15,false,{},2025-12-16T10:57:00+09:00,,2025-07-15T03:52:00+09:00
1,VENDOR,V100620,Nova Works 742,DEU,2023-11-03,false,{},2025-01-13T17:38:00+09:00,,2026-02-25T12:47:00+09:00
1,VENDOR,V100621,Vertex Labs 499,KOR,2023-06-25,false,{},2025-06-01T22:14:00+09:00,,2025-04-09T10:56:00+09:00
1,VENDOR,V100622,Beta Trading 172,BRA,2023-06-25,false,{},2025-10-03T18:12:00+09:00,,2025-01-04T21:23:00+09:00
1,VENDOR,V100623,Delta Holdings 886,GBR,2024-09-26,false,{},2025-08-06T03:32:00+09:00,,2025-04-16T18:21:00+09:00
1,VENDOR,V100624,Beta Solutions 25,JPN,2023-09-14,false,{},2026-01-03T11:19:00+09:00,,2025-01-20T02:59:00+09:00
1,VENDOR,V100625,Alpha Solutions 814,DEU,2024-09-18,false,{},2025-10-13T02:24:00+09:00,,2025-10-22T07:46:00+09:00
1,VENDOR,V100626,Zen Partners 462,GBR,2024-03-13,false,{},2025-07-27T14:46:00+09:00,,2025-06-11T00:34:00+09:00
1,VENDOR,V100627,Beta Works 7,GBR,2023-10-31,false,{},2026-01-04T21:06:00+09:00,,2025-02-02T19:59:00+09:00
1,VENDOR,V100628,Beta Industries 951,SGP,2024-10-17,false,{},2025-02-24T09:53:00+09:00,,2026-02-07T23:24:00+09:00
1,VENDOR,V100629,Pioneer Trading 289,BRA,2024-01-29,false,{},2026-04-20T14:56:00+09:00,,2025-07-15T13:29:00+09:00
1,VENDOR,V100630,Omni Solutions 547,USA,2024-11-01,false,{},2025-03-11T13:20:00+09:00,,2026-02-12T18:37:00+09:00
1,VENDOR,V100631,Gamma Logistics 694,BRA,2024-02-04,false,{},2026-03-20T22:06:00+09:00,,2025-07-11T00:22:00+09:00
1,VENDOR,V100632,Vertex Solutions 127,KOR,2023-05-16,false,{},2025-01-03T19:32:00+09:00,,2025-11-02T13:27:00+09:00
1,VENDOR,V100633,Vertex Trading 313,USA,2023-06-01,false,{},2026-01-19T11:44:00+09:00,,2025-04-19T14:05:00+09:00
1,VENDOR,V100634,Vertex Solutions 165,USA,2023-02-10,false,{},2025-04-24T21:03:00+09:00,,2026-03-04T08:37:00+09:00
1,VENDOR,V100635,Beta Solutions 688,BRA,2024-05-18,false,{},2025-10-18T01:51:00+09:00,,2026-03-12T18:44:00+09:00
1,VENDOR,V100636,Vertex Trading 298,GBR,2023-08-18,false,{},2025-02-04T08:33:00+09:00,,2025-02-20T06:44:00+09:00
1,VENDOR,V100637,Omni Industries 366,USA,2023-04-18,false,{},2025-12-10T22:22:00+09:00,,2025-05-01T03:24:00+09:00
1,VENDOR,V100638,Pioneer Trading 922,USA,2024-02-15,false,{},2025-06-12T16:35:00+09:00,,2025-08-19T11:12:00+09:00
1,VENDOR,V100639,Nova Solutions 580,SGP,2023-03-12,false,{},2025-07-06T10:47:00+09:00,,2026-05-06T14:37:00+09:00
1,VENDOR,V100640,Alpha Industries 253,BRA,2024-06-13,false,{},2025-04-24T21:52:00+09:00,,2025-08-12T09:26:00+09:00
1,VENDOR,V100641,Gamma Industries 899,JPN,2023-11-30,false,{},2025-08-25T15:12:00+09:00,,2025-07-03T10:25:00+09:00
1,VENDOR,V100642,Vertex Trading 180,GBR,2023-07-23,false,{},2025-11-07T02:47:00+09:00,,2026-03-07T09:34:00+09:00
1,VENDOR,V100643,Vertex Holdings 270,GBR,2024-07-12,false,{},2026-03-30T21:23:00+09:00,,2025-02-09T02:34:00+09:00
1,VENDOR,V100644,Vertex Tech 833,SGP,2024-11-13,false,{},2025-10-24T13:49:00+09:00,,2026-01-29T20:08:00+09:00
1,VENDOR,V100645,Alpha Works 267,SGP,2024-04-29,false,{},2026-04-03T18:25:00+09:00,,2025-08-30T22:19:00+09:00
1,VENDOR,V100646,Apex Partners 229,BRA,2024-07-03,false,{},2025-10-29T09:55:00+09:00,,2025-03-10T15:51:00+09:00
1,VENDOR,V100647,Vertex Trading 407,DEU,2023-07-08,false,{},2025-09-15T00:21:00+09:00,,2025-12-06T08:09:00+09:00
1,VENDOR,V100648,Gamma Works 144,JPN,2023-03-15,false,{},2025-03-23T06:06:00+09:00,,2025-10-17T19:18:00+09:00
1,VENDOR,V100649,Omni Industries 42,USA,2024-07-06,false,{},2026-01-25T16:38:00+09:00,,2025-04-29T02:08:00+09:00
1,VENDOR,V100650,Apex Holdings 44,GBR,2024-03-07,false,{},2025-04-16T17:40:00+09:00,,2026-04-10T12:19:00+09:00
1,VENDOR,V100651,Omni Labs 903,KOR,2023-11-01,false,{},2025-01-21T22:08:00+09:00,,2025-06-15T03:31:00+09:00
1,VENDOR,V100652,Nova Logistics 593,SGP,2023-06-18,false,{},2025-10-19T05:56:00+09:00,,2025-07-12T22:18:00+09:00
1,VENDOR,V100653,Apex Trading 530,DEU,2023-11-11,false,{},2025-07-12T07:36:00+09:00,,2025-09-22T13:51:00+09:00
1,VENDOR,V100654,Apex Labs 812,JPN,2023-12-07,false,{},2026-03-31T20:37:00+09:00,,2025-01-04T17:07:00+09:00
1,VENDOR,V100655,Omni Solutions 236,KOR,2024-07-13,false,{},2025-09-21T21:57:00+09:00,,2025-05-24T07:13:00+09:00
